weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-10-26,IA,36.0,35.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,4.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,ID,9.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,IL,71.0,62.0,9.0,12.0,4.0,8.0,15.0,9.0,6.0,7.0,2.0,4.0,0.0,6.0,15.0,37.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,5.0,1.0,0.0
2024-10-26,IN,47.0,43.0,3.0,3.0,3.0,0.0,6.0,1.0,5.0,2.0,1.0,2.0,1.0,6.0,10.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-10-26,KS,25.0,17.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,KY,46.0,46.0,0.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,12.0,14.0,15.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,LA,42.0,40.0,2.0,23.0,20.0,3.0,11.0,3.0,8.0,1.0,1.0,5.0,0.0,8.0,13.0,14.0,2.0,1.0,2.0,6.0,5.0,7.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0
2024-10-26,MA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,MD,24.0,23.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-26,ME,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,MI,92.0,79.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,7.0,12.0,7.0,17.0,48.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-26,MN,37.0,36.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-26,MO,27.0,26.0,0.0,8.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,6.0,16.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,MS,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,MT,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,NC,96.0,94.0,2.0,47.0,47.0,0.0,44.0,42.0,2.0,1.0,1.0,9.0,0.0,16.0,24.0,45.0,0.0,0.0,14.0,11.0,13.0,9.0,0.0,2.0,0.0,12.0,11.0,10.0,9.0,0.0
2024-10-26,ND,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,NE,17.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,NH,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,NJ,15.0,15.0,0.0,2.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,3.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
2024-10-26,NM,25.0,23.0,2.0,15.0,7.0,8.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,5.0,6.0,8.0,2.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-10-26,NV,20.0,20.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,12.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,NY,102.0,100.0,2.0,7.0,7.0,0.0,16.0,5.0,11.0,0.0,2.0,10.0,0.0,18.0,16.0,56.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,11.0,0.0,2.0,0.0,1.0,2.0,0.0
2024-10-26,OH,130.0,119.0,10.0,229.0,183.0,46.0,36.0,2.0,34.0,5.0,5.0,17.0,1.0,20.0,23.0,59.0,20.0,26.0,33.0,43.0,48.0,59.0,0.0,32.0,2.0,1.0,0.0,1.0,0.0,0.0
2024-10-26,OK,21.0,19.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,11.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,OR,39.0,37.0,2.0,7.0,7.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,11.0,6.0,13.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-10-26,PA,102.0,95.0,0.0,63.0,60.0,1.0,31.0,25.0,1.0,0.0,0.0,5.0,7.0,14.0,16.0,60.0,1.0,0.0,20.0,11.0,12.0,17.0,2.0,1.0,0.0,4.0,5.0,2.0,14.0,5.0
2024-10-26,PR,4.0,4.0,0.0,12.0,6.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,RI,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,Region 1,147.0,141.0,2.0,6.0,4.0,2.0,16.0,2.0,14.0,2.0,0.0,9.0,4.0,21.0,31.0,80.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0
2024-10-26,Region 10,106.0,102.0,4.0,15.0,15.0,0.0,6.0,4.0,2.0,3.0,1.0,13.0,0.0,19.0,21.0,49.0,0.0,0.0,2.0,5.0,5.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
2024-10-26,Region 2,121.0,119.0,2.0,21.0,15.0,6.0,23.0,7.0,16.0,0.0,2.0,13.0,0.0,26.0,21.0,59.0,2.0,4.0,3.0,3.0,2.0,7.0,0.0,16.0,0.0,3.0,0.0,1.0,3.0,0.0
2024-10-26,Region 3,263.0,250.0,5.0,73.0,69.0,2.0,60.0,32.0,23.0,3.0,2.0,26.0,8.0,37.0,49.0,138.0,2.0,0.0,20.0,13.0,15.0,21.0,2.0,18.0,5.0,6.0,6.0,5.0,15.0,5.0
2024-10-26,Region 4,387.0,376.0,11.0,221.0,211.0,10.0,158.0,100.0,58.0,5.0,6.0,33.0,0.0,64.0,108.0,171.0,3.0,7.0,52.0,49.0,53.0,57.0,0.0,49.0,9.0,24.0,21.0,21.0,34.0,0.0
2024-10-26,Region 5,468.0,414.0,28.0,255.0,201.0,54.0,63.0,16.0,47.0,19.0,9.0,31.0,26.0,62.0,83.0,238.0,28.0,26.0,34.0,48.0,49.0,70.0,0.0,45.0,2.0,6.0,2.0,6.0,2.0,0.0
2024-10-26,Region 6,210.0,189.0,21.0,107.0,90.0,17.0,96.0,9.0,87.0,7.0,14.0,29.0,0.0,33.0,42.0,85.0,5.0,12.0,18.0,20.0,25.0,27.0,0.0,81.0,6.0,0.0,2.0,2.0,5.0,0.0
2024-10-26,Region 7,105.0,95.0,4.0,16.0,14.0,2.0,4.0,0.0,4.0,2.0,2.0,7.0,6.0,12.0,15.0,61.0,2.0,0.0,0.0,8.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,Region 8,158.0,146.0,12.0,28.0,25.0,3.0,4.0,1.0,3.0,9.0,3.0,13.0,0.0,27.0,35.0,71.0,1.0,2.0,3.0,6.0,9.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-10-26,Region 9,993.0,968.0,24.0,340.0,323.0,17.0,51.0,26.0,25.0,15.0,9.0,125.0,1.0,193.0,234.0,416.0,10.0,7.0,88.0,93.0,72.0,70.0,0.0,22.0,3.0,4.0,5.0,5.0,12.0,0.0
2024-10-26,SC,36.0,34.0,2.0,8.0,8.0,0.0,10.0,3.0,7.0,0.0,2.0,3.0,0.0,5.0,9.0,17.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0
2024-10-26,SD,7.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,TN,32.0,32.0,0.0,31.0,28.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,11.0,13.0,1.0,2.0,9.0,5.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-10-26,TX,102.0,87.0,15.0,64.0,58.0,6.0,83.0,4.0,79.0,5.0,10.0,16.0,0.0,16.0,17.0,38.0,1.0,5.0,12.0,12.0,16.0,18.0,0.0,73.0,6.0,0.0,1.0,1.0,2.0,0.0
2024-10-26,USA,2958.0,2800.0,113.0,1082.0,967.0,113.0,481.0,197.0,279.0,65.0,48.0,299.0,45.0,494.0,639.0,1368.0,53.0,60.0,220.0,245.0,232.0,270.0,2.0,251.0,28.0,44.0,38.0,41.0,74.0,5.0
2024-10-26,UT,30.0,28.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,5.0,7.0,13.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2024-10-26,VA,124.0,120.0,4.0,10.0,9.0,1.0,26.0,6.0,20.0,2.0,2.0,18.0,0.0,19.0,30.0,53.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,15.0,5.0,2.0,0.0,3.0,1.0,0.0
2024-10-26,VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,VT,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,WA,52.0,51.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,0.0,5.0,12.0,29.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2024-10-26,WI,91.0,75.0,4.0,7.0,7.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,12.0,17.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2024-10-26,WV,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,WY,41.0,40.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,8.0,21.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,AK,9.0,8.0,1.0,8.0,7.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,AL,47.0,47.0,0.0,13.0,12.0,1.0,15.0,7.0,8.0,0.0,0.0,5.0,0.0,6.0,12.0,24.0,0.0,1.0,1.0,3.0,5.0,3.0,0.0,8.0,0.0,0.0,1.0,4.0,2.0,0.0
2024-11-02,AR,36.0,35.0,1.0,6.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,7.0,22.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2024-11-02,AS,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,AZ,451.0,445.0,4.0,129.0,114.0,14.0,0.0,0.0,0.0,0.0,4.0,41.0,2.0,59.0,100.0,245.0,1.0,13.0,41.0,28.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,CA,537.0,516.0,18.0,110.0,93.0,17.0,52.0,17.0,35.0,15.0,3.0,76.0,3.0,76.0,110.0,254.0,5.0,12.0,26.0,31.0,16.0,20.0,0.0,31.0,4.0,2.0,3.0,3.0,9.0,0.0
2024-11-02,CO,67.0,59.0,8.0,25.0,23.0,2.0,4.0,1.0,3.0,6.0,2.0,16.0,0.0,10.0,9.0,24.0,2.0,0.0,4.0,7.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-11-02,CT,102.0,100.0,0.0,10.0,7.0,2.0,12.0,1.0,11.0,0.0,0.0,10.0,2.0,24.0,29.0,37.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0
2024-11-02,DC,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,DE,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,FL,129.0,109.0,9.0,110.0,97.0,13.0,142.0,48.0,94.0,5.0,4.0,12.0,11.0,19.0,22.0,56.0,5.0,8.0,22.0,27.0,16.0,32.0,0.0,79.0,15.0,8.0,10.0,9.0,21.0,0.0
2024-11-02,GA,52.0,51.0,1.0,14.0,14.0,0.0,24.0,15.0,9.0,1.0,0.0,5.0,0.0,9.0,16.0,21.0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,9.0,0.0,5.0,3.0,2.0,5.0,0.0
2024-11-02,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,HI,5.0,5.0,0.0,3.0,2.0,1.0,13.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0
2024-11-02,IA,44.0,42.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,7.0,11.0,17.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,ID,18.0,18.0,0.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,IL,119.0,108.0,7.0,27.0,16.0,10.0,31.0,18.0,13.0,5.0,2.0,11.0,4.0,12.0,30.0,55.0,9.0,1.0,2.0,2.0,5.0,7.0,1.0,11.0,2.0,0.0,2.0,8.0,8.0,0.0
2024-11-02,IN,98.0,91.0,5.0,14.0,9.0,4.0,7.0,3.0,4.0,4.0,1.0,13.0,2.0,14.0,17.0,47.0,4.0,0.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0
2024-11-02,KS,37.0,34.0,1.0,10.0,6.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,6.0,27.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,KY,90.0,84.0,3.0,7.0,7.0,0.0,8.0,1.0,6.0,1.0,2.0,10.0,3.0,15.0,22.0,37.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0
2024-11-02,LA,63.0,61.0,2.0,27.0,25.0,2.0,31.0,7.0,9.0,0.0,2.0,10.0,0.0,5.0,19.0,27.0,2.0,0.0,2.0,7.0,9.0,7.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,15.0
2024-11-02,MA,34.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,MD,58.0,56.0,2.0,4.0,4.0,0.0,17.0,8.0,9.0,0.0,2.0,4.0,0.0,9.0,12.0,31.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,2.0,5.0,1.0,1.0,1.0,0.0
2024-11-02,ME,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,MI,155.0,147.0,5.0,7.0,7.0,0.0,4.0,2.0,2.0,3.0,2.0,16.0,3.0,19.0,35.0,77.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2024-11-02,MN,119.0,114.0,5.0,4.0,3.0,1.0,6.0,1.0,5.0,4.0,1.0,5.0,0.0,16.0,22.0,71.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-02,MO,51.0,41.0,10.0,13.0,11.0,2.0,8.0,0.0,8.0,4.0,6.0,3.0,0.0,2.0,13.0,23.0,1.0,1.0,0.0,4.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,MS,23.0,22.0,1.0,15.0,13.0,2.0,9.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,9.0,10.0,1.0,1.0,2.0,6.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-11-02,MT,31.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,NC,130.0,124.0,6.0,14.0,14.0,0.0,6.0,4.0,2.0,3.0,3.0,18.0,0.0,21.0,25.0,60.0,0.0,0.0,4.0,1.0,3.0,6.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2024-11-02,ND,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,NE,19.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,NH,24.0,24.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-02,NJ,193.0,182.0,11.0,28.0,26.0,2.0,96.0,22.0,74.0,9.0,2.0,14.0,0.0,25.0,32.0,111.0,1.0,1.0,6.0,4.0,4.0,12.0,0.0,69.0,5.0,7.0,9.0,3.0,3.0,0.0
2024-11-02,NM,18.0,15.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2024-11-02,NV,36.0,36.0,0.0,11.0,11.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,7.0,5.0,18.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,NY,229.0,215.0,12.0,15.0,14.0,1.0,46.0,20.0,26.0,8.0,4.0,29.0,2.0,24.0,44.0,118.0,0.0,1.0,3.0,1.0,4.0,6.0,0.0,26.0,0.0,1.0,3.0,8.0,8.0,0.0
2024-11-02,OH,197.0,184.0,13.0,17.0,12.0,5.0,52.0,13.0,39.0,11.0,2.0,27.0,0.0,27.0,53.0,77.0,2.0,3.0,3.0,2.0,5.0,2.0,0.0,35.0,4.0,3.0,3.0,3.0,4.0,0.0
2024-11-02,OK,27.0,26.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2024-11-02,OR,59.0,58.0,1.0,7.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,12.0,0.0,9.0,15.0,22.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2024-11-02,PA,427.0,416.0,3.0,97.0,96.0,1.0,79.0,55.0,19.0,2.0,1.0,34.0,8.0,54.0,118.0,210.0,0.0,1.0,40.0,11.0,22.0,23.0,0.0,15.0,4.0,11.0,8.0,15.0,21.0,5.0
2024-11-02,PR,9.0,7.0,0.0,14.0,9.0,4.0,6.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-02,RI,15.0,15.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-02,Region 1,196.0,193.0,1.0,16.0,13.0,2.0,14.0,3.0,11.0,1.0,0.0,15.0,2.0,42.0,50.0,86.0,0.0,2.0,1.0,2.0,4.0,6.0,1.0,9.0,2.0,0.0,1.0,0.0,2.0,0.0
2024-11-02,Region 10,143.0,141.0,2.0,23.0,17.0,6.0,8.0,3.0,5.0,2.0,0.0,19.0,0.0,15.0,32.0,75.0,3.0,3.0,6.0,3.0,4.0,4.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0
2024-11-02,Region 2,431.0,404.0,23.0,57.0,49.0,7.0,148.0,42.0,105.0,17.0,6.0,43.0,4.0,49.0,77.0,235.0,3.0,4.0,11.0,7.0,8.0,23.0,1.0,100.0,5.0,8.0,12.0,11.0,11.0,1.0
2024-11-02,Region 3,692.0,674.0,10.0,118.0,113.0,5.0,122.0,78.0,39.0,5.0,5.0,59.0,8.0,96.0,175.0,344.0,2.0,3.0,46.0,13.0,27.0,27.0,0.0,33.0,6.0,19.0,11.0,20.0,28.0,5.0
2024-11-02,Region 4,634.0,594.0,23.0,229.0,210.0,19.0,257.0,90.0,166.0,13.0,10.0,66.0,17.0,99.0,133.0,296.0,8.0,11.0,46.0,53.0,48.0,63.0,0.0,147.0,19.0,18.0,20.0,18.0,34.0,1.0
2024-11-02,Region 5,792.0,741.0,38.0,74.0,48.0,24.0,100.0,37.0,63.0,29.0,9.0,77.0,13.0,100.0,177.0,387.0,20.0,4.0,8.0,6.0,16.0,18.0,2.0,56.0,7.0,3.0,6.0,12.0,16.0,0.0
2024-11-02,Region 6,319.0,284.0,35.0,141.0,125.0,15.0,222.0,41.0,166.0,25.0,10.0,46.0,0.0,42.0,69.0,127.0,11.0,4.0,30.0,28.0,28.0,39.0,1.0,147.0,19.0,8.0,17.0,7.0,9.0,15.0
2024-11-02,Region 7,151.0,136.0,12.0,30.0,24.0,6.0,11.0,0.0,11.0,6.0,6.0,14.0,3.0,11.0,33.0,78.0,5.0,1.0,2.0,6.0,3.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,Region 8,187.0,175.0,12.0,29.0,26.0,3.0,9.0,1.0,8.0,7.0,5.0,35.0,0.0,24.0,40.0,76.0,3.0,0.0,4.0,8.0,1.0,13.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
